,id,last_scraped,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,license,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3260,982785768019165056,2024-09-18,437249260,Blerina,2021-12-24,"Massachusetts, United States",within an hour,1.0,1.0,t,2,2,t,t,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,320.0,2,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,t,7,52,2024-09-18,60,60,6,2023-10-03,2024-09-16,4.73,4.75,4.87,4.75,4.67,STR-544945,t,2,0,0,5.11
3261,983274420705627008,2024-09-18,38121625,Edson,2015-07-10,"Boston, MA",within an hour,1.0,0.91,t,3,4,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,185.0,2,365,1.0,5.0,365.0,365.0,4.3,365.0,t,0,2,2024-09-18,9,9,0,2023-10-01,2024-08-09,4.78,4.89,5.0,5.0,5.0,STR-540349,f,1,0,0,0.76
3262,983776069017895936,2024-09-18,437249260,Blerina,2021-12-24,"Massachusetts, United States",within an hour,1.0,1.0,t,2,2,t,t,Entire condo,Entire home/apt,4,2.0,2 baths,2.0,2.0,336.0,2,365,1.0,2.0,365.0,365.0,1.3,365.0,t,6,40,2024-09-18,56,56,4,2023-10-01,2024-09-07,4.89,4.89,4.91,4.96,4.88,STR-544933,t,2,0,0,4.75
3263,984131313023329024,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,159.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,8,41,2024-09-18,0,0,0,,,4.89,4.89,4.91,4.96,4.88,STR-461702,f,13,15,0,
3264,984524525851240960,2024-09-18,538012893,Ruben,2023-09-20,"Boston, MA",within a day,1.0,1.0,f,1,2,t,f,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,4786.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,29,89,2024-09-18,1,1,0,2023-10-01,2023-10-01,5.0,5.0,5.0,5.0,5.0,STR-540789,f,0,1,0,0.08
3265,985434237035902976,2024-09-18,22348222,Maverick,2014-10-09,"Massachusetts, United States",within an hour,0.99,0.99,f,138,156,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,285.0,1,180,1.0,3.0,180.0,180.0,2.4,180.0,t,25,85,2024-09-18,126,126,4,2023-09-30,2024-09-16,4.83,4.82,4.94,4.93,4.93,STR-540439,t,88,0,0,10.65
3266,985499257021529984,2024-09-18,12795084,Lynne,2014-03-04,"Boston, MA",within a few hours,1.0,0.76,t,2,4,t,t,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,95.0,1,7,1.0,1.0,7.0,7.0,1.0,7.0,t,0,17,2024-09-18,20,20,0,2023-09-29,2024-05-25,4.95,4.95,5.0,4.95,4.9,STR-538357,f,0,1,0,1.69
3267,986064726941440000,2024-09-18,443303200,Winsome Joy,2022-02-02,"Boston, MA",within a few hours,1.0,0.95,f,2,3,t,t,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,80.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,18,78,2024-09-18,6,6,1,2023-10-07,2024-09-01,4.5,4.67,4.83,4.83,4.0,STR-540796,t,0,2,0,0.52
3268,988349949154366976,2024-09-18,212619448,Qi,2018-08-30,,within an hour,1.0,0.99,f,1,2,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,231.0,2,365,1.0,5.0,365.0,365.0,4.6,365.0,t,7,52,2024-09-18,37,37,0,2023-10-18,2024-08-06,4.76,4.76,4.84,5.0,4.78,STR-525950,f,1,0,0,3.29
3269,988398205727646976,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,2.0,2 baths,1.0,1.0,106.0,3,365,1.0,5.0,365.0,365.0,2.4,365.0,t,25,85,2024-09-18,2,2,0,2024-03-09,2024-05-17,4.5,5.0,5.0,5.0,5.0,STR-476426,f,13,15,0,0.31
3270,988398350264216960,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,85.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,10,68,2024-09-18,3,3,0,2023-10-22,2024-02-29,5.0,5.0,5.0,5.0,5.0,STR-476426,f,13,15,0,0.27
3271,988476073386834048,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,1.2,2 shared baths,1.0,1.0,213.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,0,0,2024-09-18,1,1,0,2024-02-03,2024-02-03,5.0,5.0,4.0,5.0,5.0,STR-476426,f,13,15,0,0.13
3272,989053382143965952,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,3.0,211.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,8,66,2024-09-18,3,3,0,2024-04-15,2024-05-31,5.0,5.0,5.0,5.0,5.0,STR-476426,f,13,15,0,0.57
3273,989067490968164992,2024-09-18,2006852,Jay,2012-03-25,"Boston, MA",within an hour,1.0,0.99,t,27,70,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,279.0,1,365,1.0,4.0,365.0,365.0,3.4,365.0,t,8,58,2024-09-18,34,34,1,2023-10-05,2024-08-27,4.74,4.85,4.65,4.94,4.82,STR-539938,f,16,0,0,2.91
3274,989106213615473024,2024-09-18,443303200,Winsome Joy,2022-02-02,"Boston, MA",within a few hours,1.0,0.95,f,2,3,t,t,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,99.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,17,77,2024-09-18,1,1,0,2023-10-04,2023-10-04,5.0,5.0,5.0,5.0,5.0,STR-540796,f,0,2,0,0.09
3275,989119014716243968,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,254.0,1,365,1.0,5.0,365.0,365.0,1.4,365.0,t,6,47,2024-09-18,48,48,3,2023-10-04,2024-09-12,4.79,4.83,4.69,4.96,4.96,STR-531165,t,77,0,0,4.1
3276,989134098088029952,2024-09-18,275849638,Steven,2019-07-13,"Boston, MA",within an hour,1.0,1.0,f,71,74,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,305.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,35,2024-09-18,6,6,0,2023-10-10,2023-10-30,5.0,5.0,5.0,5.0,5.0,STR-540557,f,71,0,0,0.52
3277,989164149406748032,2024-09-18,275849638,Steven,2019-07-13,"Boston, MA",within an hour,1.0,1.0,f,71,74,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,289.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,4,59,2024-09-18,3,3,0,2023-10-17,2023-11-15,4.67,5.0,5.0,5.0,5.0,STR-540555,f,71,0,0,0.27
3278,989426037045600000,2024-09-18,184906834,Janice,2018-04-18,"Cambridge, MA",within an hour,1.0,0.99,t,8,19,t,t,Entire rental unit,Entire home/apt,8,1.0,1 bath,1.0,2.0,188.0,3,365,1.0,30.0,365.0,365.0,11.4,365.0,t,5,52,2024-09-18,40,40,3,2023-10-03,2024-09-16,4.9,4.88,4.98,4.85,4.73,STR-536148,f,4,0,0,3.41
3279,989842393475060992,2024-09-18,454031378,Ellie,2022-04-12,"Boston, MA",within an hour,0.99,1.0,,10,11,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,243.0,1,365,1.0,5.0,365.0,365.0,1.4,365.0,,12,65,2024-09-18,39,39,1,2023-09-29,2024-09-03,4.77,4.82,4.67,5.0,4.97,STR-531165,t,1,0,0,3.29
3280,990570777118599040,2024-09-18,305460735,Together We,2019-10-30,,within an hour,0.96,0.99,f,4,4,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,364.0,1,365,1.0,7.0,365.0,365.0,1.8,365.0,t,19,73,2024-09-18,37,37,2,2023-10-27,2024-09-01,4.78,4.84,4.76,4.81,4.62,Exempt: This listing is a hotel or motel,t,3,0,0,3.38
3281,990665291406142976,2024-09-18,2356643,StayNue,2012-05-12,"Boston, MA",within an hour,1.0,0.99,f,89,314,t,t,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,30.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,18,73,2024-09-18,0,0,0,,,4.78,4.84,4.76,4.81,4.62,STR-522998,t,16,29,0,
3282,991224498169799040,2024-09-18,22348222,Maverick,2014-10-09,"Massachusetts, United States",within an hour,0.99,0.99,f,138,156,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,285.0,1,365,1.0,3.0,365.0,365.0,2.4,365.0,t,22,80,2024-09-18,47,47,2,2023-10-15,2024-09-13,4.72,4.64,4.89,4.91,4.87,STR-540397,t,88,0,0,4.15
3283,991921375982974976,2024-09-18,539671081,Kam,2023-09-30,,,1.0,1.0,f,2,2,f,t,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,95.0,1,365,28.0,28.0,365.0,365.0,28.0,365.0,t,17,77,2024-09-18,1,1,0,2023-10-16,2023-10-16,3.0,5.0,5.0,5.0,3.0,STR-537942,t,0,2,0,0.09
3284,992859316058972032,2024-09-18,539671081,Kam,2023-09-30,,,1.0,1.0,f,2,2,f,t,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,95.0,1,365,28.0,28.0,365.0,365.0,28.0,365.0,t,0,30,2024-09-18,3,3,0,2023-10-14,2023-10-18,4.67,4.67,5.0,4.67,4.33,STR-537942,f,0,2,0,0.26
3285,992981917510641024,2024-09-18,230850564,Suzana,2018-12-15,"Boston, MA",within an hour,1.0,0.99,t,4,5,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,3.0,139.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,30,90,2024-09-18,0,0,0,,,4.67,4.67,5.0,4.67,4.33,,t,3,0,0,
3286,993454906774046976,2024-09-18,20857768,Compass,2014-09-02,"Boston, MA",within a few hours,0.97,0.6,t,51,112,t,t,Entire serviced apartment,Entire home/apt,4,1.2,1 bath,2.0,1.0,213.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,7,7,2024-09-18,3,3,0,2023-10-18,2023-11-25,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,20,0,0,0.27
3287,993465810517643008,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Entire rental unit,Entire home/apt,8,1.2,4.5 baths,4.0,1.0,213.0,29,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,f,2,17,0,
3288,993474344830829952,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,65.0,29,730,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,4,4,1,2023-12-02,2024-08-23,4.75,4.5,5.0,5.0,4.0,,f,2,17,0,0.41
3289,994161541022326016,2024-09-18,301744764,Glenn,2019-10-11,"Massachusetts, United States",within an hour,1.0,0.99,f,1,2,t,t,Entire home,Entire home/apt,15,3.0,3 baths,4.0,8.0,910.0,1,29,1.0,3.0,1125.0,1125.0,1.6,1125.0,t,16,59,2024-09-18,30,30,3,2023-12-27,2024-09-11,5.0,4.97,4.97,5.0,4.97,STR-546475,f,1,0,0,3.37
3290,996038169200628992,2024-09-18,2356643,StayNue,2012-05-12,"Boston, MA",within an hour,1.0,0.99,f,89,314,t,t,Entire rental unit,Entire home/apt,8,1.0,1 bath,4.0,4.0,129.0,1,1125,1.0,4.0,1125.0,1125.0,2.7,1125.0,t,7,56,2024-09-18,1,1,0,2023-11-01,2023-11-01,5.0,5.0,5.0,5.0,5.0,STR-522656,t,16,29,0,0.09
3291,996397338292017024,2024-09-18,3847479,Jonathan,2012-10-12,"Boston, MA",within an hour,1.0,0.99,t,2,2,t,t,Entire home,Entire home/apt,7,2.0,2 baths,4.0,5.0,200.0,28,365,28.0,28.0,365.0,365.0,28.0,365.0,t,0,46,2024-09-18,1,1,0,2024-08-12,2024-08-12,5.0,5.0,5.0,5.0,5.0,STR-413457,f,2,0,0,0.79
3292,996601078601746944,2024-09-18,57323581,Jesus,2016-02-03,,within an hour,1.0,1.0,f,2,2,t,t,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,225.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,7,67,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,5.0,,f,2,0,0,
3293,996896435312647040,2024-09-18,25146457,Nicholas,2014-12-23,"Melrose, MA",within an hour,1.0,0.96,f,31,33,t,f,Entire home,Entire home/apt,7,2.5,2.5 baths,3.0,6.0,828.0,2,27,2.0,2.0,27.0,27.0,2.0,27.0,t,21,35,2024-09-18,34,34,1,2023-10-28,2024-08-28,4.91,4.88,4.91,4.85,4.85,STR-398230,f,1,0,0,3.12
3294,996990990736513024,2024-09-18,538827522,Jonathan,2023-09-25,,within a few hours,1.0,0.81,f,3,3,t,f,Private room in rental unit,Private room,2,2.0,2 baths,1.0,2.0,61.0,7,90,7.0,7.0,90.0,90.0,7.0,90.0,t,9,60,2024-09-18,1,1,0,2024-05-31,2024-05-31,5.0,5.0,5.0,5.0,5.0,STR-540867,f,0,3,0,0.27
3295,997693577040984064,2024-09-18,15154687,Taskin,2014-05-05,"Massachusetts, United States",within an hour,1.0,1.0,f,44,58,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,97.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,22,81,2024-09-18,55,55,5,2023-10-12,2024-09-01,4.58,4.56,4.65,4.76,4.82,Str-416692,t,0,7,0,4.81
3296,997706332681772032,2024-09-18,15154687,Taskin,2014-05-05,"Massachusetts, United States",within an hour,1.0,1.0,f,44,58,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,97.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,23,79,2024-09-18,63,63,2,2023-10-26,2024-09-03,4.73,4.76,4.67,4.92,4.84,Str-416692,t,0,7,0,5.74
3297,997853258342979968,2024-09-18,331225367,Foster,2020-01-27,,within an hour,1.0,1.0,,123,127,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,242.0,1,365,1.0,4.0,365.0,365.0,1.5,365.0,t,11,64,2024-09-18,47,47,4,2023-10-14,2024-09-10,4.94,4.98,4.87,5.0,4.98,str-561975,t,77,0,0,4.13
3298,998541535180872960,2024-09-18,20857768,Compass,2014-09-02,"Boston, MA",within a few hours,0.97,0.6,t,51,112,t,t,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,289.0,29,90,29.0,29.0,90.0,90.0,29.0,90.0,t,10,70,2024-09-18,1,1,0,2024-01-15,2024-01-15,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,20,0,0,0.12
3299,998552059857734016,2024-09-18,492835190,Ivan,2022-12-26,,within an hour,1.0,0.99,f,15,16,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,125.0,29,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,9,46,2024-09-18,4,4,1,2024-01-12,2024-09-05,4.5,4.75,4.5,5.0,5.0,,t,4,0,0,0.48
3300,998650346567437952,2024-09-18,493644675,Tasha,2022-12-31,"Boston, MA",within an hour,1.0,0.97,f,4,4,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,95.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,21,81,2024-09-18,28,28,2,2023-10-11,2024-09-08,4.14,4.21,4.18,4.32,3.86,STR-540904,f,0,4,0,2.44
3301,998693526229483008,2024-09-18,64331842,Ricardo,2016-03-24,"Boston, MA",within a few hours,0.95,0.74,t,1,2,t,t,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,95.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,22,81,2024-09-18,13,13,4,2023-11-04,2024-09-01,4.77,4.85,4.77,4.92,4.54,STR-541682,f,0,1,0,1.22
3302,999910805180604032,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,69.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,30,90,2024-09-18,1,1,0,2024-01-27,2024-01-27,5.0,4.0,4.0,5.0,5.0,,f,2,17,0,0.13
3303,999915504398212992,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,80.0,29,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,7,52,2024-09-18,4,4,1,2024-01-01,2024-08-21,4.0,4.25,5.0,5.0,3.5,,f,2,17,0,0.46
3304,999917182225321984,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,48.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,1,1,2024-09-18,2,2,0,2024-03-18,2024-07-31,5.0,5.0,5.0,5.0,5.0,,f,2,17,0,0.32
3305,999970931647421952,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,1.2,2 shared baths,1.0,1.0,213.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,0,0,2024-09-18,2,2,0,2023-11-04,2024-01-02,5.0,5.0,4.0,5.0,4.5,STR-476426,f,13,15,0,0.19
3306,1000003080549059968,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,1.2,2 shared baths,1.0,1.0,213.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,0,0,2024-09-18,3,3,0,2023-10-29,2024-01-30,4.33,4.0,4.67,5.0,4.67,STR-476426,f,13,15,0,0.28
3307,1000028963701430016,2024-09-18,130680380,Jodie,2017-05-17,,within a day,0.7,0.79,f,35,48,t,t,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,124.0,9,365,9.0,9.0,365.0,365.0,9.0,365.0,t,21,81,2024-09-18,1,1,0,2023-12-21,2023-12-21,5.0,5.0,5.0,5.0,5.0,STR-476426,f,13,15,0,0.11
3308,1000103798537440000,2024-09-18,238548804,Mahmut,2019-01-23,"Quincy, MA",within an hour,0.99,0.99,f,56,62,t,t,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,53.0,29,365,29.0,180.0,365.0,365.0,101.5,365.0,t,0,59,2024-09-18,1,1,0,2024-01-01,2024-01-01,5.0,5.0,5.0,5.0,5.0,STR-543932,f,0,5,0,0.11
3309,1000171375166550016,2024-09-18,238548804,Mahmut,2019-01-23,"Quincy, MA",within an hour,0.99,0.99,f,56,62,t,t,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,53.0,2,365,2.0,180.0,365.0,365.0,25.2,365.0,t,17,77,2024-09-18,8,8,0,2024-05-05,2024-08-18,4.63,4.63,4.63,4.88,4.63,STR-543932,f,0,5,0,1.75
3310,1000184419484089984,2024-09-18,238548804,Mahmut,2019-01-23,"Quincy, MA",within an hour,0.99,0.99,f,56,62,t,t,Private room in home,Private room,2,2.0,2 baths,1.0,1.0,57.0,29,365,29.0,180.0,365.0,365.0,101.5,365.0,t,0,2,2024-09-18,9,9,0,2024-01-10,2024-07-17,5.0,4.89,5.0,5.0,4.44,STR-543932,f,0,5,0,1.07
3311,1000194616538269952,2024-09-18,238548804,Mahmut,2019-01-23,"Quincy, MA",within an hour,0.99,0.99,f,56,62,t,t,Private room in home,Private room,3,2.0,2 baths,1.0,2.0,66.0,29,365,2.0,30.0,365.0,365.0,28.7,365.0,t,9,69,2024-09-18,8,8,0,2024-05-19,2024-07-21,4.13,4.38,4.25,4.75,4.13,STR-543932,f,0,5,0,1.95
3312,1000737502114499968,2024-09-18,523515799,William And Sophia,2023-07-03,,within an hour,1.0,1.0,f,49,51,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,354.0,1,365,1.0,4.0,365.0,365.0,3.0,365.0,t,9,60,2024-09-18,23,23,0,2023-10-18,2024-08-17,4.91,5.0,4.96,4.83,5.0,,f,49,0,0,2.05
3313,1002932318873590016,2024-09-18,108872119,Elizabeth,2016-12-28,,within an hour,1.0,0.22,f,2,2,f,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,349.0,2,50,2.0,2.0,50.0,50.0,2.0,50.0,t,0,46,2024-09-18,5,5,0,2023-10-22,2024-06-05,4.8,5.0,4.6,5.0,4.8,STR-542384,f,1,0,0,0.45
3314,1002993319352659968,2024-09-18,541993082,Anna And Samuel,2023-10-15,"Boston, MA",within an hour,1.0,0.98,t,4,4,t,t,Private room in villa,Private room,2,2.0,2 shared baths,1.0,1.0,92.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,17,77,2024-09-18,20,20,2,2023-12-10,2024-09-08,4.95,4.95,4.95,4.9,5.0,STR-542608,f,0,4,0,2.11
3315,1003047277336989952,2024-09-18,212359760,Mohammed Radi,2018-08-29,"Boston, MA",within an hour,0.99,0.98,f,120,185,t,t,Entire rental unit,Entire home/apt,6,2.0,2 baths,2.0,3.0,253.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,4,52,2024-09-18,7,7,0,2023-10-24,2023-12-13,4.71,5.0,5.0,4.71,4.57,Exempt: This listing is a unit that has contracts with hospitals,f,63,0,0,0.63
3316,1003531679355879936,2024-09-18,373675137,Liya,2020-10-28,"Boston, MA",within an hour,1.0,0.97,,161,287,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,105.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,52,2024-09-18,1,1,0,2024-08-18,2024-08-18,3.0,4.0,4.0,5.0,4.0,,f,49,0,0,0.94
3317,1003558130241159936,2024-09-18,84573727,Emmi,2016-07-18,"Boston, MA",within an hour,1.0,0.91,t,1,1,t,t,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,104.0,1,28,1.0,1.0,28.0,28.0,1.0,28.0,t,8,60,2024-09-18,21,21,6,2023-11-04,2024-09-16,5.0,5.0,5.0,5.0,4.9,STR-541176,f,0,1,0,1.97
3318,1004599756665260032,2024-09-18,541813300,Dan,2023-10-14,"Boston, MA",within an hour,1.0,0.98,t,9,9,t,t,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,119.0,1,60,1.0,1.0,60.0,60.0,1.0,60.0,t,7,61,2024-09-18,31,31,0,2023-10-29,2024-07-19,4.94,4.97,4.9,4.94,4.81,STR-541679,f,0,9,0,2.85
3319,1004609262523399936,2024-09-18,541813300,Dan,2023-10-14,"Boston, MA",within an hour,1.0,0.98,t,9,9,t,t,Private room in rental unit,Private room,3,2.0,2 baths,4.0,1.0,119.0,1,60,1.0,1.0,60.0,60.0,1.0,60.0,t,18,74,2024-09-18,13,13,0,2023-11-30,2024-06-06,4.69,4.92,4.92,4.92,4.69,STR-541679,f,0,9,0,1.33
3320,1006662795441849984,2024-09-18,122377513,Evolve,2017-03-24,United States,within an hour,1.0,0.99,f,514,1110,t,t,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,4.0,178.0,2,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,t,7,55,2024-09-18,24,24,2,2023-12-10,2024-09-08,4.83,4.83,4.92,4.79,4.88,STR-522953,t,4,0,0,2.54
3321,1007323651771570048,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,60.0,29,730,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,2,2,0,2023-12-09,2024-08-04,4.5,5.0,5.0,5.0,4.5,,f,2,17,0,0.21
3322,1007355663387580032,2024-09-18,268089102,Maria,2019-06-12,"Randolph, MA",within a few hours,0.9,1.0,f,3,4,t,t,Private room in home,Private room,1,1.0,1 bath,1.0,1.0,55.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,20,80,2024-09-18,0,0,0,,,4.5,5.0,5.0,5.0,4.5,,f,0,3,0,
3323,1007480621926249984,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,3,1.5,1.5 baths,1.0,1.0,79.0,29,730,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,11,2024-09-18,3,3,0,2023-12-03,2024-07-31,5.0,4.67,5.0,5.0,3.33,,f,2,17,0,0.31
3324,1007483714622380032,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,43.0,29,730,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,3,3,0,2023-12-07,2024-08-10,3.67,3.67,4.33,4.0,2.33,,f,2,17,0,0.31
3325,1007486142006279936,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,65.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,0,2024-09-18,2,2,1,2024-06-30,2024-09-01,5.0,5.0,5.0,5.0,4.5,,f,2,17,0,0.74
3326,1007489643778489984,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Entire rental unit,Entire home/apt,12,1.2,4.5 baths,4.0,1.0,213.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,0,2024-09-18,0,0,0,,,5.0,5.0,5.0,5.0,4.5,,t,2,17,0,
3327,1007515467943670016,2024-09-18,16612533,Matt,2014-06-10,"Boston, MA",within a few hours,0.83,0.93,f,19,22,t,t,Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,60.0,30,730,30.0,30.0,730.0,730.0,30.0,730.0,t,0,0,2024-09-18,2,2,0,2024-03-17,2024-06-14,5.0,5.0,5.0,5.0,5.0,,f,2,17,0,0.32
